Month,Year,Patient_Spend,Patient_Visits
12,2018,4052.5959618357924,23282
11,2016,1486.822008176691,21992
10,2016,3941.1141859128875,23101
5,2020,2994.124644905088,22173
5,2021,3299.5907143901304,22397
3,2019,2503.1083104818917,21739
5,2020,1419.1263597754303,21397
1,2022,3584.7787559511785,22089
9,2021,2834.8124952827193,22536
2,2015,3222.8243788496357,21972
8,2015,4499.922592831441,23163
12,2020,2656.6279568771156,22763
5,2017,1447.5962321415147,21494
2,2023,4259.889513642152,22504
1,2022,4905.080966596648,22781
10,2016,4270.392811352103,23325
6,2023,2709.540779531477,22259
2,2016,2306.878166230323,21512
12,2019,3202.2690664926213,23013
9,2020,2245.810335255943,22248
2,2016,4926.909184018999,22839
7,2020,3554.9464923375826,22690
1,2019,4868.451295133249,22704
1,2020,1241.5333724871925,20963
3,2016,1900.2801931907798,21367
11,2020,2217.297084608451,22344
12,2015,2840.850136577037,22849
1,2019,3994.8574695053953,22265
8,2017,4998.028397124881,23495
3,2015,4757.449612377171,22784
8,2018,1409.1062086351278,21698
6,2017,1825.130397292745,21676
5,2020,2783.5743852331816,22023
1,2015,4560.889657179125,22501
8,2021,1066.9559830553976,21594
10,2022,3784.1135954965725,23038
9,2018,3498.7703524346193,22767
2,2020,4420.8334893765095,22641
4,2023,3408.952127239635,22301
3,2015,2784.0299004909252,21873
3,2021,2924.704250655901,21983
6,2021,3698.8062367561697,22643
8,2020,3777.4948158982347,22934
2,2023,1150.2617515367542,21022
6,2016,3508.2898605245846,22460
4,2017,4211.572804303863,22647
10,2021,3822.2086220470005,23182
6,2021,1251.2404427816714,21460
12,2016,2970.2380574364574,22809
7,2020,2740.240590703213,22290
4,2020,2341.41993040952,21719
7,2019,1828.4430578956913,21846
8,2021,2083.843672372508,22022
6,2017,4705.165088306767,23172
7,2017,1181.612507971574,21420
11,2023,1412.1584855487597,21986
10,2023,1440.1138202586549,22032
10,2017,2961.453332427831,22632
6,2021,2115.0547512251323,21888
8,2022,3193.950802909731,22600
6,2022,1819.5718860010647,21697
4,2022,2716.1202316319122,22046
11,2019,2637.3804062264308,22618
11,2021,3414.0267318102024,22960
11,2016,3929.3893152247533,23241
4,2023,2546.5922968437053,21845
5,2022,2625.403254827923,21953
1,2022,4015.907883985309,22404
2,2021,1054.9173196901709,20848
4,2018,4667.610629180476,22932
10,2022,4648.973401199001,23594
4,2021,4565.250835507125,22907
4,2023,2819.558863093503,22050
9,2021,1311.7196104311079,21727
11,2023,2678.952309811845,22680
9,2019,4311.176686160623,23246
4,2018,4922.677770040926,23067
9,2023,3968.8097408413455,23119
10,2016,2674.1504736505167,22587
5,2016,2620.791258961154,21881
1,2019,2920.7314047749496,21754
11,2015,4920.890774910305,23763
7,2021,3959.3800192519634,22847
12,2023,1726.77917300243,22388
9,2018,3062.952357107264,22655
7,2018,2104.0006801936106,21978
4,2020,2790.6498298126735,21997
9,2018,4320.274083583172,23233
12,2018,1282.3392065723822,22076
3,2017,1269.7533025181388,21070
9,2016,2412.557315559706,22229
9,2016,4716.582442253776,23503
9,2021,1863.5661787287054,22128
3,2016,2108.0638025471985,21524
6,2018,1080.1365980984867,21293
11,2017,1918.5183815459745,22196
7,2023,1787.0599006375937,21923
6,2022,3721.5706941130506,22730
9,2019,2708.1869497619814,22506
6,2023,2216.559395475231,21892
9,2022,1961.603560733441,22157
3,2019,4523.696956692835,22731
12,2019,4086.898820287981,23581
1,2021,2508.776583444148,21512
3,2022,2429.015098361054,21689
11,2019,4923.4002585996095,23801
12,2016,1991.8036092985167,22337
1,2018,1003.6628611132769,20756
3,2022,2087.7658369839255,21550
10,2020,3698.557454596064,23150
1,2023,1871.73010487086,21250
9,2016,4746.307953682108,23431
10,2020,1787.2826483848658,22115
1,2020,1914.925140727303,21295
5,2021,3687.97484829145,22513
5,2018,4399.987459134819,22848
4,2016,4658.545514944826,22906
6,2015,4593.612901264171,23015
12,2022,3977.6891094958874,23376
3,2015,3970.1801109940325,22450
11,2021,3375.28323307887,23028
5,2019,4408.217852612759,22875
1,2021,1362.1441942422484,21010
6,2017,1196.714432500447,21290
10,2018,1829.0282611571174,22157
6,2015,3861.2086046496506,22651
12,2016,1530.5747735397617,22113
8,2016,4257.429666267805,23105
12,2020,2775.9545753921157,22690
12,2021,3164.7642878522242,22978
8,2017,4262.123738738485,23032
2,2023,4843.771221817386,22821
12,2023,3296.022926985993,23013
12,2017,4023.7240376456116,23351
3,2023,2560.596943323165,21821
9,2019,2329.1662497566817,22231
8,2017,1483.4060687908327,21722
9,2017,2166.6128526018724,22130
2,2022,2542.246142824109,21792
4,2022,3446.281326301008,22328
3,2017,3096.033930880895,22007
9,2020,1065.76308385951,21601
8,2021,4755.770735938362,23421
2,2021,4028.2861602754297,22477
11,2022,2374.856317615512,22490
12,2016,2328.948779685954,22514
10,2023,3777.328111956243,23160
7,2020,3134.0826316853845,22412
11,2022,1565.7646645751609,22081
1,2022,2478.002650679737,21529
9,2022,1469.7869203398623,21904
5,2022,4580.546485314654,22999
7,2016,3620.8978658156548,22638
7,2020,3516.8227100660506,22622
2,2015,3961.478154558135,22237
11,2017,3409.3594072251794,23047
11,2021,2227.3964202050597,22390
11,2023,4846.59955224105,23802
4,2019,1869.7968289490673,21487
1,2018,3148.4092844735846,21868
12,2021,3362.78174290367,23144
8,2017,3615.924732547879,22848
2,2015,1813.415157269171,21243
8,2015,4727.168394294767,23234
2,2022,3306.597558537938,22129
6,2016,1216.6063527601048,21436
6,2016,3617.497388882502,22645
12,2018,2433.1331979413326,22541
7,2017,4865.065763961415,23397
8,2016,2140.7248809183675,21968
10,2021,1354.1649477799451,21926
8,2015,2679.6998922062007,22304
9,2019,1160.3511001615145,21676
10,2018,4625.49006779354,23399
5,2019,2388.3021724420114,21895
6,2018,1418.2957198317151,21475
9,2020,4455.344550579141,23292
12,2017,4632.269059533866,23688
7,2022,4846.203681597073,23279
9,2017,1400.13869548797,21812
6,2017,4102.2016060201495,22785
9,2019,4996.120256925566,23599
9,2019,2913.1559084578953,22584
5,2017,2822.9627160850027,22005
6,2021,1630.1968917926106,21630
3,2019,1617.7099943934504,21423
2,2020,3025.469816331564,21949
11,2017,3771.4059827582073,23172
2,2017,1764.6230946469418,21256
8,2022,4548.452797751073,23264
10,2015,1159.1563892814393,21636
8,2017,1931.0277918599961,21923
1,2016,4509.5792794304325,22500
7,2018,3639.8878598869246,22705
4,2019,4591.098949995426,22920
3,2015,1153.8722171530335,21033
11,2018,2512.751210336839,22513
2,2021,3957.753525872652,22414
2,2019,3371.232816457338,22066
12,2015,4594.526892962259,23641
1,2015,1808.7581125605498,21278
8,2018,3012.5940977664577,22502
10,2020,4846.60525235012,23539
8,2019,2003.9418466686798,21989
10,2021,3117.748377674647,22761
1,2016,3440.497136272906,22065
4,2018,3266.25760301331,22244
10,2023,1741.9177701900007,22165
7,2019,2120.0427414086325,22021
5,2016,3380.3521300740063,22301
9,2023,2124.952169088848,22197
2,2017,4438.496609642727,22569
12,2018,2203.7827508681517,22507
11,2016,1878.5778767355348,22305
5,2018,2059.782136523023,21697
6,2018,2508.436907489743,22047
5,2022,1611.27553904014,21588
11,2018,2478.4702025404476,22489
3,2015,4163.649227861108,22546
11,2020,4037.156128052975,23379
11,2021,4021.5399851271923,23281
7,2019,3645.4305851993513,22740
4,2017,4449.607663822613,22816
10,2021,1656.0612406373116,22046
3,2020,3845.9182695833474,22386
3,2016,4890.080942615633,22861
4,2021,3688.2334651405167,22471
1,2022,1091.6210043640037,20929
12,2023,2361.708951331895,22473
1,2023,2441.993813292158,21562
7,2015,1634.2865545363597,21744
5,2017,4334.620802435189,22824
4,2015,3864.4926102069717,22482
1,2020,1280.209976780908,20947
12,2023,4783.865032007998,23851
1,2023,2012.9447535875688,21405
9,2020,4051.982832291183,23059
9,2017,4742.750839015258,23452
10,2018,4330.541495741934,23426
3,2023,4428.014396411179,22754
12,2018,2188.8078722977884,22530
5,2022,4469.932752929903,22905
11,2018,4045.0918167541795,23279
5,2015,1463.7693138243608,21321
10,2017,1332.5517835523528,21808
11,2021,2938.6030436950505,22737
12,2016,1609.412743839274,22209
9,2020,4229.513579879971,23175
6,2020,4111.732393912023,22832
9,2015,3757.5275209497927,22847
3,2023,3853.2812771370886,22507
7,2022,4759.858521671038,23255
7,2022,1701.6280974677613,21811
12,2015,4936.93485360701,23809
1,2020,3505.1996604895953,22022
11,2015,1447.0236715375163,21932
11,2020,3457.274590182564,23079
2,2018,1046.9503555537592,20837
6,2017,2645.2138618864856,22031
4,2015,2527.809830535509,21913
4,2016,2660.996413637745,21968
5,2021,1765.1385748875623,21608
11,2018,4762.596623196494,23741
2,2023,1189.4786929973948,21019
3,2021,3492.641915977939,22165
5,2020,3239.8791315620488,22272
9,2023,1479.6798756600583,21827
2,2023,2238.1447568630706,21505
4,2017,1575.452502246982,21410
1,2015,3508.0036051468533,22050
8,2022,1322.7694006062202,21605
9,2016,4697.0401281814575,23457
12,2020,2692.5367521414487,22747
3,2016,1156.3947983095754,20960
2,2017,2309.2029716781035,21508
7,2015,3893.995702373581,22792
9,2023,1308.8491621287615,21816
3,2019,4835.751231149057,22917
12,2019,2699.6948848038883,22645
11,2019,1340.383375632206,21902
9,2022,4222.908535401139,23203
2,2020,4547.810456150995,22680
8,2017,4372.860672332219,23168
10,2017,1006.6858811107315,21733
12,2019,2005.4495879870271,22442
11,2022,4588.447992523894,23613
5,2020,2928.4996447608237,22141
10,2016,4598.161101848442,23407
5,2018,2701.701759756572,21967
11,2018,1926.4510236455258,22259
3,2019,2700.4919722275617,21881
5,2016,2611.8960862373087,21972
8,2016,4251.961614018615,23038
4,2019,2302.1607638284995,21856
5,2023,4751.32752180553,23153
8,2018,3326.610521491934,22530
1,2018,3335.0590348634923,21910
5,2019,1869.1825319119393,21700
5,2023,3070.733819449026,22295
12,2016,4422.383282910088,23580
9,2016,4986.677944622907,23530
11,2017,4812.82781695369,23711
8,2018,1504.831306627717,21776
9,2020,3023.987506682728,22598
6,2023,1459.5678449311445,21488
11,2018,4071.566272795915,23326
7,2019,3879.8977143911966,22820
12,2021,2915.7365228438666,22920
3,2015,1925.4257252192647,21441
12,2018,4630.144568897477,23779
9,2016,4402.284809778506,23296
9,2020,4796.500565994816,23445
9,2023,2151.977530792309,22268
1,2015,2969.9033700942837,21761
1,2015,4705.894963889368,22584
2,2017,3841.293741448593,22315
1,2021,2777.1815220951707,21731
6,2016,1517.3143749033793,21637
9,2019,3500.878177689437,22773
12,2021,3422.6911433300943,23053
4,2018,1819.7542413672556,21480
1,2022,2808.6087155218474,21778
5,2022,3377.2582820001303,22446
3,2019,2243.1050358349735,21561
2,2023,1254.273505494547,21087
10,2019,2544.2625924159083,22450
9,2017,1906.2233853000553,21949
10,2021,2968.7873119637106,22730
5,2018,2869.923144146065,22190
11,2018,4616.064764995471,23559
2,2015,1871.1603649320891,21285
7,2016,1348.7633601872058,21510
2,2020,4461.551240878252,22564
3,2020,4588.924710996294,22754
4,2017,4284.629699340122,22679
1,2017,4195.100795501592,22285
5,2022,3947.330229316911,22704
6,2015,2929.757298147998,22212
11,2015,3459.8018218568945,22968
4,2015,4845.819608964339,22953
9,2021,1297.553833377734,21832
8,2016,4789.373178218323,23266
12,2015,1398.6228372815126,22120
9,2023,4785.358179882871,23502
10,2017,2509.0142989566393,22392
11,2021,1822.7369917177612,22247
9,2020,2796.0491576543845,22554
11,2017,3607.7836983606317,23112
3,2021,4664.981788213415,22849
6,2023,4976.358233145595,23268
4,2015,1005.7949710134139,21109
8,2018,3010.3372320507465,22508
7,2017,2943.0666065710075,22377
4,2022,4177.482041249664,22718
6,2022,1733.146193834763,21693
12,2015,2368.8855379318666,22443
6,2022,1349.5103215737709,21458
5,2016,2232.359290384743,21797
4,2015,1631.039865394917,21403
3,2018,3710.99146835937,22389
2,2018,3754.2793876195688,22235
10,2022,1201.6465411292443,21818
7,2020,4643.230518923376,23262
11,2016,3928.615208793518,23189
1,2016,1202.2266954902227,20754
1,2021,1929.7099204797692,21329
7,2017,3825.2525743129454,22850
4,2020,4810.023799945466,23079
10,2017,2110.805426514631,22236
9,2020,2793.092996335882,22480
4,2019,3722.0071890776885,22408
12,2019,4854.267683112442,23819
4,2015,3210.3156808221306,22105
11,2019,4428.335577495111,23525
8,2015,4812.636705124962,23341
10,2018,1016.0272126716578,21724
5,2021,1671.9105882461843,21620
12,2019,2690.719529711113,22669
9,2020,4038.8148116873754,23061
7,2018,1474.8009911569975,21570
7,2015,4863.340961628426,23271
8,2017,1544.367445761587,21753
3,2015,2117.8192652185076,21581
6,2021,1617.5968211288323,21658
5,2017,2873.9956462199516,22119
12,2017,3254.7236240012658,22975
11,2016,1332.8631749005276,21987
12,2015,3933.454061418677,23316
11,2017,2552.217664665578,22548
1,2020,4385.290774477374,22486
6,2018,2332.8720830339003,21878
10,2016,3404.2717342705205,22845
7,2023,1837.5794081199724,21829
7,2018,2345.6573587836892,22111
12,2018,2680.007803477486,22641
12,2023,1765.9837514923056,22337
9,2017,4707.358650966453,23370
11,2018,1266.0920057165615,21923
6,2021,2546.0585437131667,22098
3,2017,1486.895122058117,21191
4,2018,2936.1661177030583,21982
8,2018,3450.1101907945076,22699
10,2019,3223.330565966214,22788
4,2021,1618.3654680645877,21419
6,2015,1388.761324783196,21461
11,2016,2291.5025292665423,22430
2,2017,4209.491829691032,22466
2,2023,2886.9947669280373,21902
1,2015,1983.3747838477302,21234
5,2019,2534.9574860839357,21784
10,2017,4197.314070791213,23334
12,2016,4714.810508952502,23634
11,2018,2411.0904855825806,22447
12,2020,3284.0918650736876,23051
11,2019,4003.925744894684,23268
4,2022,1353.963645556159,21446
4,2017,2719.7072840176743,21919
5,2023,1953.156512956747,21681
11,2019,1373.2990889997363,22036
4,2017,2094.1335790910116,21535
10,2016,1642.8271314133522,21997
6,2023,4208.310642948067,22874
9,2017,4050.3729197079156,23097
2,2023,2921.6239020681287,21898
11,2021,2140.7646248727115,22345
10,2019,3886.206326189481,23053
4,2019,2896.222162020179,22013
1,2016,1830.9986962342193,21121
7,2019,4660.67998835365,23189
5,2015,3395.228293036509,22303
8,2021,1888.7270518383636,21984
7,2019,4896.255818255495,23404
6,2016,1116.0022580046443,21391
7,2019,4018.4452965777236,22967
1,2021,3961.7009249523903,22434
8,2019,4997.658279893049,23494
8,2017,2279.0064755020426,22079
2,2022,1566.6446093800464,21135
1,2017,2036.53379285476,21263
11,2023,1162.998308792519,21976
12,2017,1973.1390983859437,22488
12,2016,4434.071186624187,23586
3,2016,2147.7652364509163,21491
12,2015,3207.963070145583,22991
7,2018,2941.623299973743,22431
7,2016,3336.0484526954156,22527
8,2020,1301.199661032234,21699
5,2015,4080.579260242733,22685
4,2023,2412.067928760963,21804
4,2022,2817.5798667732784,22016
6,2023,4888.216250173251,23278
2,2016,3362.9588345579036,22041
1,2021,2901.9402940080827,21756
12,2015,4975.375147458006,23796
2,2023,3161.1750790909186,22064
3,2021,4825.091079770193,22869
6,2021,3369.331771484114,22471
11,2020,1851.6732308065489,22231
5,2022,1151.1337392182877,21294
10,2015,1968.3229022295095,22102
3,2021,3373.50208166412,22183
10,2019,1241.8893026831092,21770
7,2015,2853.0146725833456,22211
5,2018,4387.594580023224,22936
12,2015,3004.0170136408715,22847
2,2018,4652.497994717839,22750
1,2022,4717.82728991271,22631
12,2020,1687.1209063219549,22192
8,2016,3149.6970535841942,22495
12,2015,2197.2522790621933,22480
9,2018,1594.7493068735685,21950
3,2020,3326.0301843745665,22186
9,2022,4555.909178330874,23475
6,2015,3636.471751695849,22579
4,2017,2088.30252396809,21568
3,2018,4337.172174043371,22630
3,2016,1699.8952258729246,21349
7,2016,3222.813683460962,22507
9,2022,4919.455987010006,23558
12,2018,3145.925977253157,22985
2,2016,4711.61510947591,22806
5,2019,3593.4873624679226,22495
2,2021,3282.222424903655,22011
11,2020,1736.5912879966108,22231
4,2019,1005.5237158603645,21074
8,2021,1304.1788635285511,21665
4,2016,1308.4187156036169,21199
1,2022,3403.94547547513,21992
12,2019,4651.701316506656,23728
8,2019,1764.3540741571937,21855
4,2019,2095.071235941855,21679
1,2021,2536.541560978372,21546
9,2019,1114.7039676589604,21663
4,2019,2562.2627237593806,21940
12,2020,1124.2118359306917,21998
8,2021,3947.6909967058737,22965
5,2023,1307.771750016411,21364
2,2022,4765.625883154471,22820
7,2021,2365.9967052278844,22075
5,2017,3362.698765849859,22340
11,2015,4785.0444997328805,23537
4,2021,4945.634841176038,23018
7,2019,3463.041393581572,22619
7,2022,2583.595282649881,22273
12,2022,2254.5443335613154,22520
5,2021,3427.4095185033843,22393
3,2022,2077.0535441215934,21551
8,2021,2916.8943134166702,22423
4,2016,4656.042660797935,22849
2,2017,2772.002219373579,21738
11,2021,2478.945792440142,22553
1,2016,3967.6457446278323,22226
7,2020,2665.633768547634,22179
2,2017,1533.3386459821622,21161
6,2015,1307.0435378266056,21449
5,2019,4153.805799542128,22764
7,2017,1961.9425568601616,21815
12,2016,2012.1003439031192,22430
4,2015,2705.029934608445,21909
2,2020,4931.474737389263,22846
8,2015,1305.7447025333536,21560
8,2018,2706.5004382088464,22389
9,2018,1134.5039170332782,21687
12,2017,1761.0056685749025,22281
1,2020,3436.968971094363,22045
1,2020,4253.255630910275,22416
3,2015,4763.072633650339,22772
7,2023,2040.627813662533,21891
2,2018,4554.471695076323,22628
10,2020,3237.2828092193167,22852
10,2020,4416.998751338806,23420
6,2023,3406.209792171985,22435
2,2017,4095.5877442119395,22466
8,2023,4251.012741511615,23158
4,2018,1777.7493724485998,21415
12,2017,4473.497124882276,23657
10,2019,1020.6014858329625,21648
4,2020,2551.7804033123643,21941
3,2018,3805.389211872502,22392
5,2020,2240.8432944200017,21780
6,2018,2215.854650184478,21816
5,2021,2637.228962027326,22127
7,2017,4616.877174514415,23141
9,2021,1886.0514150454692,22103
1,2015,3963.366122383117,22116
10,2018,1135.757030239852,21813
7,2015,1873.7404556145707,21768
8,2019,3731.140529681925,22864
10,2015,2389.8627364653676,22330
11,2017,4233.129615461695,23435
7,2020,1552.1447574934868,21717
6,2023,3157.8388713761315,22423
5,2015,2499.18818831358,21904
8,2022,1911.1826763321376,21920
4,2020,1235.313622518832,21177
7,2017,4259.02690510126,22952
4,2015,2749.4537460971487,21944
8,2022,1931.67593787636,21939
9,2018,2810.5173457406345,22488
5,2021,2178.60540176,21734
9,2018,4169.88161274808,23165
3,2018,4653.627271320365,22762
7,2020,2800.3343876763947,22347
7,2021,2776.014833251849,22294
6,2019,1012.5623662282486,21250
8,2023,4964.043739275041,23553
9,2021,1318.6240581246436,21827
3,2019,2758.855848617758,21889
3,2016,2994.5622122318973,22011
1,2015,3645.7203500462083,22037
9,2019,4555.012090993799,23364
12,2019,4002.6463320479625,23407
2,2015,2513.8625517353457,21573
11,2021,3510.3947867280426,23072
11,2017,3410.362491550164,23040
10,2018,4524.715235169572,23502
11,2020,1781.2806603064905,22174
11,2021,2383.9386288279275,22533
8,2018,1616.690402142344,21759
6,2015,4872.6646804113325,23189
12,2020,2756.923189800075,22728
8,2018,3357.845154906409,22635
6,2022,3067.06891218196,22381
7,2022,4218.921353860793,23135
3,2022,2994.2353959722473,22058
12,2021,2555.2385880308148,22679
11,2021,2947.55112412174,22787
8,2015,4591.879430915016,23209
8,2019,2934.892108192761,22524
5,2018,4810.5249443970615,23078
4,2021,3025.4418177083426,22172
11,2023,3303.1191676591766,22994
4,2018,3611.8137998396874,22278
6,2020,3371.861573503208,22434
6,2019,2405.245084375314,21966
7,2018,4930.9750620390205,23288
2,2017,1043.8007247921782,20879
3,2016,4739.779160686134,22775
1,2022,4830.101778038055,22786
3,2015,2948.526980790146,21829
6,2018,1665.5145794748996,21591
3,2022,3577.462299344584,22262
1,2023,3474.499913025807,22083
4,2018,2142.0623182703325,21576
9,2015,4399.932354072554,23350
11,2023,3469.633583469929,23108
4,2023,4847.766313862203,23105
10,2019,1040.8093754568517,21621
2,2022,4349.464145879981,22549
12,2016,3309.426657565469,22979
1,2022,4980.221632793344,22776
7,2016,3300.6744300944856,22574
5,2017,4188.005105976392,22732
7,2019,4593.929939868718,23274
5,2022,2391.1406957949257,21898
2,2017,2478.894905009266,21573
4,2018,3508.4088509909366,22364
10,2019,4276.3844147949885,23294
7,2022,3412.1059768520477,22711
11,2018,4860.951567184316,23697
3,2023,4572.402149310172,22764
9,2017,4674.631114420268,23379
9,2022,2835.283878837362,22469
3,2017,2476.7649445835923,21796
10,2022,2586.0389808391965,22469
4,2019,4126.769493746726,22599
3,2017,3789.4767643973855,22337
11,2022,2530.357391238008,22604
2,2018,1882.3918734077095,21395
11,2023,2007.373628390218,22364
2,2023,2749.1050634337917,21780
6,2015,2383.97365398535,21988
7,2021,3432.9923434341767,22720
2,2015,4383.069524426734,22434
8,2015,2499.238379739999,22213
10,2018,1679.7997250570547,22096
10,2022,3927.75126809506,23196
7,2015,2796.8975286259515,22309
3,2023,2805.2399259147114,21894
3,2020,2417.8830792143044,21724
12,2019,3669.1218253814573,23305
7,2015,3084.1788792453667,22387
9,2019,2995.8263300784383,22667
6,2022,1907.7248701513247,21721
12,2020,2646.273731520081,22671
7,2021,3040.7510857256784,22396
10,2019,3213.9981898701103,22834
12,2023,4952.72551104358,23905
6,2019,3640.11661898284,22624
3,2015,4486.03969632604,22788
10,2019,1593.15717691283,21998
9,2020,2566.7251341776246,22404
6,2020,1699.945347280476,21708
9,2023,2525.868709317677,22385
9,2021,1404.524909467407,21819
1,2023,3779.4242962118087,22236
1,2019,2884.300557347144,21624
5,2021,1110.57994866264,21164
5,2019,2067.4048773830227,21780
10,2022,2766.278620946043,22665
12,2015,4261.720801237224,23465
6,2020,3678.6573925744374,22621
3,2020,3114.904859015732,22059
8,2022,2321.2725854802966,22150
7,2017,3341.357992876807,22523
2,2020,1725.7248015093624,21214
8,2021,1523.2957457809366,21789
10,2021,3310.9679762487503,22847
3,2016,3579.946719750483,22236
1,2015,2221.4611044878607,21373
10,2020,4034.826699092521,23217
7,2017,4152.2458318718445,22983
8,2022,3496.981011624518,22817
12,2016,3320.652529740899,23003
4,2020,2942.279008165329,22036
4,2016,2101.6663861625557,21573
7,2015,4793.1399078615395,23342
2,2023,1272.3416084862827,20994
2,2019,4940.095286984906,22794
6,2019,4269.924756271352,22907
2,2019,1613.5069850158477,21207
2,2019,2019.6088043024406,21329
4,2018,2693.214258780798,21906
7,2021,1215.2063986439102,21547
6,2018,3684.010109676416,22608
11,2019,2254.030083496168,22349
3,2017,4491.683891162958,22773
2,2023,4269.164167851914,22560
4,2016,2935.639747596097,22050
3,2020,3216.068174775596,22115
12,2017,1313.7244821354784,21928
2,2023,1658.0825646919707,21214
10,2023,4677.083228727417,23536
10,2023,1273.1296714308505,21858
12,2015,4013.0265602330023,23417
10,2022,1723.0523378724536,22017
1,2023,4371.1322535430745,22499
10,2017,2675.5954422681134,22414
10,2017,4364.86494162962,23344
1,2021,4482.031446122034,22546
6,2020,4114.813494455208,22809
5,2016,2627.803745299948,21944
12,2020,4628.432489457031,23795
4,2023,1810.5637513076945,21520
9,2018,1651.68949604517,21912
10,2019,1532.2822881061234,22004
3,2022,4217.071382510629,22644
1,2015,4368.62401940915,22420
5,2015,2872.2633074636174,22099
9,2022,1844.8080042736876,22053
11,2023,3786.8957128870084,23248
4,2023,4410.314861299855,22830
12,2019,3527.1135770737587,23235
10,2016,2290.158958884159,22223
8,2020,1585.2570688465576,21644
6,2018,2778.773308110086,22236
2,2015,3664.0455175435186,22225
4,2015,4852.56757396873,22966
11,2019,1138.6687232778359,21880
1,2019,3208.265783819686,22012
5,2019,1393.7298764104655,21352
2,2016,1121.8225602830057,20850
4,2016,3391.186325022577,22184
5,2023,3813.0705718219824,22596
9,2021,3538.5053246703824,22872
9,2022,3129.9673726631013,22617
10,2020,4701.052097213216,23509
10,2023,3327.302029447129,22834
6,2021,1218.3857884806057,21416
11,2018,3291.754155234199,22922
1,2019,1654.4891977901907,21130
4,2022,1582.3587908039872,21419
6,2017,2709.047078603726,22189
9,2017,4896.644455972705,23458
1,2022,4273.475875425513,22375
11,2021,3105.384908508386,22869
6,2016,1058.515008465147,21273
6,2023,1361.734761304242,21489
9,2022,4685.790333002609,23533
12,2021,1872.6687835922708,22345
3,2022,1364.5399085870254,21226
1,2021,1102.938435706589,20935
8,2019,3112.9589578242726,22500
10,2019,3192.7614682619487,22757
8,2015,3462.0656170629236,22669
1,2016,4441.320340207672,22564
4,2015,3657.3724085658982,22278
12,2022,4295.5365656800395,23626
2,2016,4300.411479863176,22502
1,2017,2362.625735865341,21499
9,2015,1987.070970488713,21911
1,2022,1622.1876129725224,21187
12,2021,4851.551333147039,23855
11,2018,2503.718882283221,22638
7,2022,2149.561864590287,22047
3,2021,3680.6324121016623,22317
2,2016,2118.7244703677825,21411
4,2022,4118.205394829511,22677
5,2019,1236.2955304131008,21258
6,2022,4062.0606754931227,22810
2,2015,2392.5814278966245,21597
7,2021,1617.0629015273698,21719
11,2018,4666.670654508317,23585
10,2018,2027.2999765609793,22061
2,2018,2730.5043254184975,21804
4,2020,3261.3678269813618,22102
9,2020,3333.164882977407,22809
3,2022,4580.526712462947,22877
11,2023,2542.2719864178853,22561
7,2016,3293.8759360657564,22506
1,2015,1198.4344778486186,20870
5,2019,1266.0642976175627,21275
5,2020,4482.025006185163,22959
1,2018,3726.441825210135,22200
4,2015,4203.030583166046,22713
4,2021,4221.3663423829785,22662
7,2015,4708.154586597533,23154
8,2015,4985.524034764025,23489
7,2021,3815.1796265664675,22733
8,2021,4309.520772161159,23123
2,2017,4311.742313675186,22426
11,2016,2990.0542871228718,22787
7,2020,3176.4104145443853,22580
9,2016,4638.155121152679,23411
12,2016,3074.537082199854,22882
3,2016,2472.0121864543453,21782
6,2016,3942.4490552619723,22710
1,2017,2909.2990543191045,21629
3,2022,4938.689212867494,23003
12,2015,3756.5475903282295,23298
6,2022,4449.085961078186,23051
10,2017,4534.481396015674,23434
10,2017,2130.5815563923484,22236
10,2017,4535.863264888761,23412
4,2019,4258.251003606654,22703
1,2023,4800.67916275686,22791
6,2015,1116.233726540909,21263
3,2019,4840.034628061434,22888
4,2020,2940.837704389747,22059
11,2018,3367.500636895137,22957
4,2020,4609.335482361908,22852
12,2017,2320.436318521648,22482
10,2020,3273.1181302175673,22813
1,2016,2938.725985098391,21762
7,2017,2300.332455690257,22017
11,2021,3816.6197764356375,23224
7,2015,1129.8856291823802,21414
2,2020,1070.610943345943,20855
7,2018,4526.435750705225,23110
6,2016,2227.80791283474,21803
7,2023,2138.035079460821,22017
3,2020,1095.8823091534446,21064
12,2021,2467.661011783986,22652
1,2016,2559.7721634032223,21520
2,2021,4902.870813401751,22759
9,2020,1498.1675962184684,21876
11,2019,3650.014746673331,23084
1,2020,4321.938570027895,22438
5,2021,4535.49396967382,23017
9,2023,2772.775170323273,22512
3,2016,3012.9067625402445,22001
8,2015,1286.3519373300142,21540
9,2019,1397.359439964378,21760
1,2017,2087.5874440636694,21386
7,2018,1894.0389861812673,21815
11,2015,2539.027473082978,22524
5,2023,4927.108117972599,23145
1,2015,4616.195037707621,22501
6,2018,3550.7506648512694,22595
8,2018,4268.535404906706,23172
2,2021,1290.4610616279388,21096
3,2018,3702.778836818002,22302
1,2021,1033.1653073646128,20832
11,2017,4226.548317453808,23363
12,2015,4560.327468163237,23664
9,2016,3856.4904157444075,23047
10,2020,2887.1569516838204,22603
6,2022,1466.1587732720732,21510
7,2016,2144.4426735806574,21930
7,2019,1723.8422449381617,21692
4,2023,2334.276067812849,21847
3,2017,1063.9947559974075,20986
11,2022,4501.1391175048375,23575
5,2021,4057.1893621020326,22770
2,2018,2617.788718379696,21739
12,2021,2774.294280612693,22849
9,2018,3789.2550469477496,23062
